"","arm_length_in_inches","bench_press_in_reps","broad_jump_in_inches","fourty_time_in_seconds","height_in_inches","left_hand_size_in_inches","player_id","position","projected_position","right_hand_size_in_inches","ten_time_in_seconds","three_cone_in_seconds","twenty_shuttle_in_seconds","twenty_time_in_seconds","vertical_jump_in_inches","weight_in_pounds","wingspan_in_inches","year"
"3899",NA,26,127,4.4,71.25,NA,3666,"RB","HB",NA,1.56,6.96,4.14,2.57,36,230,NA,2007
"3900",31.25,22,117,4.76,75.125,NA,5831,"LB","LB",9.375,1.73,7.13,4.42,2.86,34.5,242,NA,2010
"3901",34,23,125,4.82,76.125,NA,56703,"DL","ED",9.625,NA,NA,NA,NA,36,263,80.25,2020
"3902",34,36,128,4.55,76,NA,7969,"DL","ED",9.5,1.6,NA,NA,2.66,39,265,NA,2013
"3903",NA,21,124,4.42,71.375,NA,1168,"RB","HB",NA,1.59,6.96,3.93,2.61,40.5,218,NA,2002
"3904",34,22,116,4.62,76,NA,6166,"DL","ED",10.125,1.69,7.13,4.4,2.79,34,265,NA,2011
"3905",NA,15,121,4.39,71.125,NA,5378,"RB","HB",NA,1.59,7.18,4.39,2.63,37,208,NA,2009
"3906",34,NA,NA,4.89,75.375,NA,5578,"DL","ED",10.25,NA,NA,NA,NA,NA,266,NA,2010
"3907",34,31,122,4.67,75.875,NA,6168,"DL","ED",9,1.72,7.18,4.39,2.79,33.5,267,NA,2011
"3908",NA,18,114,4.5,71.25,NA,3764,"RB","HB",NA,1.56,7.22,4.34,2.63,38,220,NA,2007
"3909",NA,NA,120,4.51,71.25,NA,4398,"WO","WR",NA,1.53,6.57,4.12,2.58,31,176,NA,2008
"3910",31.75,14,118,4.5,71.125,NA,4507,"WO","WR",8.75,1.56,6.75,4.18,2.63,32,177,NA,2008
"3911",34,24,121,4.65,76.375,NA,48526,"DL","ED",9.875,1.62,7.37,4.41,2.72,36,269,NA,2018
"3912",NA,13,115,4.66,71.25,NA,640,"RB","HB",NA,1.6,7.34,4.41,2.68,30,215,NA,2000
"3913",31.625,24,127,4.44,71.125,NA,7049,"LB","LB",NA,1.53,NA,4.19,2.61,39.5,239,NA,2012
"3914",34,NA,NA,NA,76.75,NA,5540,"DL","ED",9.75,1.68,NA,NA,2.76,NA,270,NA,2010
"3915",34,24,121,4.74,76.875,NA,9471,"DL","ED",10.625,1.6,7.07,4.28,2.73,34,271,NA,2015
"3916",NA,NA,111,4.81,75.375,NA,596,"QB","QB",NA,1.61,7.12,4.16,2.77,33.5,229,NA,2000
"3917",34,NA,NA,4.86,77,NA,10667,"DL","ED",10,1.69,NA,NA,2.84,NA,277,NA,2016
"3918",31.375,14,116,4.56,71.125,NA,7864,"DB","CB",9.625,1.58,6.69,4.06,2.65,32.5,191,NA,2013
"3919",34,23,110,4.96,78.25,NA,7908,"DL","ED",10.375,1.75,7.2,4.59,2.89,28.5,281,NA,2013
"3920",30.625,17,120,4.47,71.125,NA,7133,"DB","S",9.375,1.59,6.69,4.22,2.65,36.5,203,NA,2012
"3921",33,12,121,4.68,71.25,NA,6234,"WO","WR",10.25,1.66,6.64,4.25,2.76,33.5,187,NA,2011
"3922",30,24,110,4.74,71.25,NA,6296,"DB","S",9.5,1.67,6.55,3.9,2.75,32.5,219,NA,2011
"3923",NA,24,NA,4.44,71.25,NA,4400,"DB","S",NA,1.49,NA,NA,2.55,NA,211,NA,2008
"3924",NA,NA,118,4.46,71.25,NA,5081,"DB","S",NA,1.66,6.68,3.98,2.74,33.5,198,NA,2009
"3925",NA,11,113,4.48,71.25,NA,3653,"DB","S",NA,1.58,6.78,4.12,2.64,33.5,203,NA,2007
"3926",NA,15,120,4.49,71.25,NA,5018,"DB","S",NA,1.62,7.09,4.23,2.69,37,203,NA,2009
"3927",31.25,19,118,4.35,71.125,NA,7096,"WO","WR",8.25,1.57,6.97,4.23,2.55,33.5,198,NA,2012
"3928",31.25,22,131,4.38,71.125,NA,7884,"WO","WR",9.25,1.54,6.68,4.1,2.59,34,206,NA,2013
"3929",33,NA,115,4.41,71.25,NA,638,"WO","WR",9,1.56,6.89,4.39,2.6,34,192,NA,2000
"3930",34,11,130,4.51,76.375,NA,6489,"WO","WR",8.625,1.64,6.69,4.31,2.72,35,210,NA,2011
"3931",32,NA,123,4.47,69.125,NA,3734,"WO","WR",9.25,1.61,6.71,4.21,2.65,35,179,NA,2007
"3932",30.5,16,116,4.6,71.25,NA,5608,"WO","WR",9.625,1.55,NA,NA,2.6,36.5,193,NA,2010
"3933",NA,NA,123,4.3,71.25,NA,3690,"WO","WR",NA,1.56,6.85,4.21,2.55,NA,174,NA,2007
"3934",29,19,NA,4.39,71.125,NA,4945,"WO","WR",9,1.59,NA,NA,2.6,NA,192,NA,2009
"3935",32.25,21,119,4.55,70.875,NA,7469,"RB","HB",10,1.63,6.96,4.44,2.74,38,222,NA,2012
"3936",32.5,19,117,4.4,71,NA,6373,"RB","HB",9,1.55,7.15,4.2,2.59,34,211,NA,2011
"3937",34,25,NA,4.82,76.875,NA,48400,"DL","ED",10,1.67,NA,NA,2.79,32,283,NA,2018
"3938",34,32,113,5.15,74.125,NA,10776,"DL","ED",10.25,1.74,7.95,4.53,2.96,30,284,NA,2016
"3939",34.125,21,124,4.6,74.5,NA,8909,"LB","ED",9.5,1.63,7.16,4.41,2.69,40.5,235,NA,2014
"3940",NA,15,126,4.47,73.625,NA,4577,"LB","LB",NA,1.46,7.07,4.42,2.53,36.5,245,NA,2008
"3941",34.125,30,NA,4.78,73.875,NA,7935,"DL","ED",10,NA,NA,NA,NA,NA,256,NA,2013
"3942",32.625,20,120,4.45,71,NA,7860,"WO","WR",9.125,1.6,6.8,4.02,2.63,37,189,NA,2013
"3943",NA,NA,122,4.38,71,NA,4387,"RB","HB",NA,1.53,6.8,4.22,2.56,30.5,200,NA,2008
"3944",34.125,20,123,4.73,76.625,NA,44550,"DL","ED",10.5,NA,7.25,4.44,NA,34.5,258,83.75,2020
"3945",34.125,20,124,4.86,76.875,NA,191,"DL","ED",9.5,1.69,NA,4.37,2.85,36.5,263,NA,1996
"3946",NA,20,125,4.46,71.125,NA,3628,"RB","HB",NA,1.6,7.05,4.55,2.67,35.5,215,NA,2007
"3947",NA,NA,NA,4.58,71,NA,4109,"RB","HB",NA,NA,NA,NA,NA,NA,207,NA,2007
"3948",34.125,20,120,4.81,74.125,NA,7156,"LB","ED",10.5,1.65,7.38,4.53,2.81,33.5,264,NA,2012
"3949",34.125,25,NA,NA,76.375,NA,25955,"DL","ED",10.5,NA,7.26,4.4,NA,NA,264,NA,2019
"3950",NA,25,125,4.5,71.125,NA,2954,"LB","LB",NA,1.57,7.31,4.22,2.61,41,231,NA,2006
"3951",NA,NA,111,4.63,71,NA,817,"LB","LB",NA,NA,NA,NA,NA,35.5,229,NA,2001
"3952",34.125,23,120,4.9,76.625,NA,11250,"DL","ED",10.125,1.73,7.38,4.53,2.89,33,265,NA,2016
"3953",28.625,NA,114,4.74,71,NA,8064,"LB","LB",9.125,1.67,NA,NA,2.78,NA,223,NA,2013
"3954",NA,11,118,4.36,71.125,NA,2268,"DB","S",NA,1.64,6.94,4.16,2.65,40,206,NA,2005
"3955",34.125,28,121,4.71,73,NA,8794,"LB","ED",9.5,1.68,7.55,4.46,2.74,37,266,NA,2014
"3956",34.125,NA,NA,NA,75,NA,23592,"DL","ED",9.5,NA,NA,NA,NA,NA,271,NA,2017
"3957",32.125,28,113,4.53,70.875,NA,6339,"RB","LB",9.375,1.64,6.97,4.39,2.55,29,242,NA,2011
"3958",34.125,22,109,NA,76.25,NA,44615,"DL","ED",10,NA,NA,NA,NA,27,275,NA,2019
"3959",NA,NA,127,4.38,71,NA,1361,"WO","WR",NA,1.55,NA,NA,2.6,38.5,201,NA,2003
"3960",NA,13,126,4.48,71,NA,7887,"DB","S",NA,1.58,NA,4,2.63,37.5,203,NA,2013
"3961",NA,22,NA,4.52,71,NA,2283,"DB","S",NA,1.64,NA,NA,2.7,NA,219,NA,2005
"3962",NA,15,120,4.54,71,NA,3047,"DB","S",NA,1.56,7.16,4.2,2.6,36,200,NA,2006
"3963",NA,10,122,4.61,71,NA,3781,"DB","S",NA,1.63,6.84,4.17,2.69,34.5,204,NA,2007
"3964",NA,10,117,4.62,71,NA,933,"DB","S",NA,1.59,7.36,4.1,2.66,38,197,NA,2001
"3965",NA,10,116,4.68,71,NA,919,"DB","S",NA,1.67,7.07,4.18,2.67,35.5,178,NA,2001
"3966",34.25,23,103,5.33,74.625,NA,4974,"OL","G",9.75,1.92,NA,4.52,3.13,30.5,305,NA,2009
"3967",33.375,25,106,5.1,75.375,NA,8678,"OL","C",9.25,1.84,7.93,4.63,2.97,25.5,298,NA,2014
"3968",NA,25,117,4.37,71,NA,1762,"RB","HB",NA,1.56,NA,NA,2.58,38.5,212,NA,2004
"3969",32.125,11,119,4.53,73.875,NA,11896,"WO","WR",10.125,1.59,6.74,4.13,2.63,35,202,NA,2017
"3970",NA,NA,117,4.58,72.625,NA,1499,"WO","WR",NA,1.63,6.74,4.06,2.74,35,217,NA,2003
"3971",NA,NA,119,4.5,74.875,NA,3220,"WO","WR",NA,1.59,6.79,4.17,2.64,35,224,NA,2006
"3972",29.125,7,116,4.59,70.25,NA,47509,"WO","WR",7.875,NA,6.8,4.19,NA,35,184,NA,2019
"3973",33,NA,122,4.34,71.5,NA,5064,"WO","WR",10.125,1.54,6.81,4.15,2.56,35,185,NA,2009
"3974",31.75,NA,122,4.57,76.375,NA,3035,"WO","WR",9.375,1.62,6.81,4.14,2.68,35,217,NA,2006
"3975",34,12,126,4.4,70.875,NA,5606,"WO","WR",8.75,1.49,6.64,4.1,2.46,39.5,186,NA,2010
"3976",NA,14,117,4.57,71,NA,4440,"WO","WR",NA,1.58,NA,NA,2.64,NA,187,NA,2008
"3977",NA,NA,NA,4.41,70.875,NA,5613,"WO","WR",NA,NA,NA,NA,NA,NA,185,NA,2010
"3978",NA,16,NA,4.43,71,NA,4347,"WO","WR",NA,1.56,NA,NA,2.6,NA,192,NA,2008
"3979",NA,20,104,4.71,70.625,NA,6338,"LB","LB",NA,1.77,7.35,4.45,2.87,31,239,NA,2011
"3980",34.125,26,120,4.58,76.375,NA,42905,"DL","ED",9.625,NA,7.26,4.29,NA,38,277,NA,2019
"3981",32.125,19,118,4.43,70.875,NA,2222,"RB","HB",9.375,1.59,6.94,4.15,2.63,35.5,217,NA,2005
"3982",32.5,24,NA,4.81,71.375,NA,5626,"LB","LB",9.875,1.7,7.19,4.42,2.81,NA,236,NA,2010
"3983",32,11,NA,4.43,70.625,NA,7191,"WO","WR",9.75,1.54,NA,NA,2.55,32.5,192,NA,2012
"3984",34.25,18,NA,NA,75.375,NA,370,"DL","ED",10.5,NA,NA,NA,NA,NA,237,NA,1998
"3985",32.375,21,121,4.69,74,NA,38876,"LB","LB",10,NA,7.38,4.41,NA,35,236,76,2020
"3986",34.25,25,120,4.74,75,NA,11982,"DL","ED",9.25,1.68,7.2,4.44,2.78,29.5,242,NA,2017
"3987",NA,16,123,4.4,70.75,NA,3723,"RB","HB",NA,1.54,6.84,4.16,2.57,35.5,207,NA,2007
"3988",34.25,19,122,4.6,75,NA,38297,"DL","ED",10.25,NA,7,4.44,NA,39,243,NA,2019
"3989",34.25,23,115,4.82,76.375,NA,10709,"DL","ED",9.875,1.68,6.97,4.25,2.8,35,251,NA,2016
"3990",34.25,25,NA,4.57,77.125,NA,9521,"DL","ED",10.5,1.57,NA,NA,2.67,NA,252,NA,2015
"3991",NA,NA,NA,4.61,70.75,NA,2399,"RB","HB",NA,NA,NA,NA,NA,NA,225,NA,2005
"3992",NA,NA,120,4.39,70.875,NA,1734,"WO","WR",NA,1.6,NA,NA,2.63,34.5,197,NA,2004
"3993",31,NA,118,4.53,70.625,NA,7077,"QB","QB",10.25,1.59,6.97,4.09,2.66,34,204,NA,2012
"3994",NA,19,NA,4.6,70.875,NA,1443,"RB","HB",NA,NA,NA,NA,NA,NA,233,NA,2003
"3995",34.25,16,121,4.8,74.625,NA,10717,"LB","ED",11.25,1.58,NA,NA,2.74,36.5,259,NA,2016
"3996",NA,24,NA,4.83,72.875,NA,1126,"LB","LB",NA,1.68,7.18,4.41,2.76,30,231,NA,2002
"3997",34.25,28,121,4.93,74.125,NA,9534,"DL","ED",10,1.73,7.34,4.4,2.88,36.5,266,NA,2015
"3998",34.25,15,119,4.7,76,NA,11835,"DL","ED",10.25,1.6,7.27,4.35,2.71,31.5,269,NA,2017
"3999",NA,NA,119,4.58,70.875,NA,5358,"WO","WR",NA,1.61,6.8,4.2,2.66,38,179,NA,2009
"4000",33,23,108,4.89,70.875,NA,1127,"RB","FB",9.625,1.66,7.53,4.34,2.8,32,245,NA,2002
"4001",NA,24,114,4.6,70.625,NA,4599,"RB","HB",NA,1.6,NA,NA,2.68,30.5,219,NA,2008
"4002",NA,22,114,4.58,70.75,NA,1182,"RB","HB",NA,1.63,NA,NA,2.7,33,213,NA,2002
"4003",NA,17,112,4.52,70.75,NA,4493,"RB","HB",NA,1.57,NA,NA,2.64,31,228,NA,2008
"4004",NA,27,113,4.84,70.75,NA,3061,"LB","LB",NA,1.67,7.19,4.15,2.83,33.5,241,NA,2006
"4005",NA,24,106,4.71,70.875,NA,1937,"LB","LB",NA,1.66,NA,NA,2.75,NA,230,NA,2004
"4006",30.5,11,117,4.55,70.875,NA,5733,"DB","S",9.625,1.6,6.58,NA,2.7,35.5,203,NA,2010
"4007",NA,17,118,4.58,70.875,NA,3756,"DB","CB",NA,1.61,7.44,4.76,2.68,33,181,NA,2007
"4008",30.25,19,127,4.56,70.75,NA,7180,"DB","S",9.5,1.6,6.93,4.22,2.71,37,202,NA,2012
"4009",30,13,110,4.59,70.625,NA,6240,"DB","CB",8.25,1.65,NA,4.16,2.71,32,191,NA,2011
"4010",NA,11,111,4.47,70.625,NA,3640,"DB","S",NA,1.64,7.06,4.33,2.68,35,195,NA,2007
"4011",NA,17,123,4.48,70.75,NA,2987,"DB","S",NA,1.61,7.23,4.07,2.64,39,202,NA,2006
"4012",NA,22,119,4.5,70.75,NA,5035,"DB","S",NA,1.58,7.39,4.43,2.64,38,204,NA,2009
"4013",31.25,11,115,4.46,72,NA,9579,"WO","WR",10,1.53,7.03,4.32,2.58,35,195,NA,2015
"4014",34,NA,114,4.67,69.375,NA,3089,"RB","WR",10,1.58,7.03,4.38,2.66,35,202,NA,2006
"4015",30.75,NA,115,4.59,73.875,NA,1199,"QB","WR",9.375,1.62,7.06,4.11,2.68,35,220,NA,2002
"4016",32.25,14,124,4.54,74,NA,55410,"WO","WR",9.25,NA,7.08,4.59,NA,35,216,77.5,2020
"4017",30.875,12,124,NA,69.875,NA,48186,"WO","WR",9.25,NA,7.09,4.23,NA,35,189,NA,2019
"4018",34.125,9,128,4.6,75.75,NA,42198,"WO","WR",9.625,NA,7.1,NA,NA,35,198,81.5,2020
"4019",NA,NA,119,4.59,72.375,NA,4715,"WO","WR",NA,1.6,7.15,4.5,2.67,35,187,NA,2008
"4020",33,NA,NA,4.5,70.875,NA,5153,"WO","WR",9.5,NA,NA,NA,NA,NA,189,NA,2009
"4021",31,11,NA,4.65,70.625,NA,7672,"WO","WR",9.5,NA,NA,NA,NA,NA,190,NA,2012
"4022",34.25,23,102,4.94,76.125,NA,268,"DL","ED",9.625,1.67,7.77,4.43,2.87,29.5,270,NA,1997
"4023",34.25,22,114,4.92,76,NA,8695,"DL","ED",9.5,1.71,6.83,4.45,2.86,31,273,NA,2014
"4024",32.625,15,118,4.66,70.5,NA,7839,"RB","HB",9,1.62,6.88,4.4,2.72,32,214,NA,2013
"4025",34.25,25,116,4.92,77.625,NA,11783,"DL","ED",9.75,1.69,7.17,4.39,2.85,33,277,NA,2017
"4026",34.25,21,117,4.82,76,NA,5698,"DL","ED",10.125,1.8,7.25,4.65,2.93,35,281,NA,2010
"4027",34.375,NA,122,4.65,75.375,NA,50272,"LB","ED",10.125,NA,NA,NA,NA,38.5,246,NA,2018
"4028",32.625,NA,123,4.43,70.5,NA,7917,"WO","HB",9,1.58,7.09,4.22,2.61,36.5,199,NA,2013
"4029",NA,NA,118,4.65,70.625,NA,1840,"RB","HB",NA,1.61,7.05,4.12,2.68,35,209,NA,2004
"4030",NA,23,116,4.62,70.5,NA,1063,"RB","HB",NA,1.58,7.06,4.06,2.64,38,220,NA,2002
"4031",NA,19,108,4.75,70.375,NA,3862,"RB","HB",NA,1.73,7.25,4.53,2.83,30,211,NA,2007
"4032",34.375,22,121,4.72,77.375,NA,9642,"DL","ED",10,1.66,7.28,4.28,2.76,36,246,NA,2015
"4033",34.375,NA,NA,NA,74.375,NA,39140,"LB","ED",9.875,NA,NA,NA,NA,NA,251,NA,2019
"4034",NA,23,120,4.56,70.5,NA,2837,"DB","HB",NA,1.64,7.46,3.89,2.73,36.5,216,NA,2005
"4035",34.375,27,NA,NA,76.25,NA,44152,"DL","ED",10.25,NA,NA,NA,NA,NA,252,81.75,2020
"4036",NA,22,114,4.49,70.5,NA,1873,"RB","HB",NA,1.56,7.5,4.15,2.61,31,237,NA,2004
"4037",NA,9,113,4.77,70.375,NA,4059,"RB","HB",NA,1.76,NA,4.54,2.85,31.5,229,NA,2007
"4038",34.375,NA,NA,4.72,76.5,NA,71,"DL","ED",10.125,1.6,NA,NA,2.74,NA,255,NA,1994
"4039",34.375,NA,NA,NA,75.75,NA,42993,"DL","ED",10.875,NA,NA,NA,NA,NA,268,84,2020
"4040",34.375,23,119,4.59,74.625,NA,10735,"DL","ED",11.5,1.59,NA,NA,2.68,34,271,NA,2016
"4041",34.375,19,118,4.79,74.875,NA,9496,"DL","ED",10.125,1.69,7.08,4.05,2.81,38.5,271,NA,2015
"4042",NA,18,115,4.71,70.625,NA,987,"RB","HB",NA,1.65,NA,NA,2.71,32.5,222,NA,2001
"4043",NA,20,113,4.95,76,NA,570,"LB","LB",NA,1.73,7.88,4.4,2.86,33,236,NA,1999
"4044",30.875,18,NA,4.51,70.5,NA,6278,"RB","HB",8.75,NA,NA,NA,NA,NA,207,NA,2011
"4045",NA,22,NA,4.7,70.5,NA,4452,"LB","LB",NA,1.67,NA,NA,2.82,NA,219,NA,2008
"4046",33.375,13,103,4.58,70.5,NA,4717,"WO","WR",9.375,1.63,6.81,4.25,2.71,27.5,183,NA,2008
"4047",30.75,19,121,4.56,70.5,NA,5563,"DB","S",9.25,1.67,NA,NA,2.75,34,211,NA,2010
"4048",NA,3,121,4.57,70.5,NA,1161,"DB","CB",NA,1.56,6.64,3.92,2.6,36.5,178,NA,2002
"4049",31.5,7,NA,4.63,70.375,NA,8541,"DB","CB",9,NA,NA,NA,NA,NA,183,NA,2012
"4050",NA,21,117,4.5,70.5,NA,1981,"DB","S",NA,1.6,7.19,4.12,2.67,36,204,NA,2004
"4051",NA,16,117,4.64,70.5,NA,1864,"DB","S",NA,1.68,7.03,4.14,2.72,35.5,200,NA,2004
"4052",33.5,21,101,5.39,75.625,NA,7144,"OL","G",9.625,1.92,7.77,4.58,3.17,25,307,NA,2012
"4053",33.75,29,96,5.18,76.75,NA,5663,"OL","T",NA,1.78,NA,4.7,3,27,314,NA,2010
"4054",NA,28,92,5.47,75.125,NA,508,"OL","G",NA,1.92,8.02,4.77,3.15,23.5,328,NA,1999
"4055",31.125,10,111,4.53,70.375,NA,6328,"WO","WR",10.125,1.67,6.77,4.21,2.7,34,203,NA,2011
"4056",33.125,12,118,4.31,70.375,NA,5014,"WO","WR",10.25,1.58,7.01,4.48,2.59,34.5,182,NA,2009
"4057",33.25,NA,120,4.56,70.625,NA,3851,"WO","WR",9.125,1.61,6.91,4.14,2.67,35,197,NA,2007
"4058",NA,NA,116,4.55,70.875,NA,473,"WO","WR",NA,1.56,7.28,4.09,2.6,35,180,NA,1999
"4059",NA,NA,123,4.6,71.5,NA,2081,"WO","WR",NA,1.65,7.47,4.16,2.7,35,210,NA,2004
"4060",32.125,NA,120,4.45,73,NA,61103,"WO","WR",9.5,NA,NA,4.53,NA,35,193,76,2020
"4061",NA,NA,118,4.41,70.375,NA,2239,"WO","WR",NA,1.57,6.95,4.07,2.6,36.5,193,NA,2005
"4062",29.25,NA,117,4.34,70.5,NA,3040,"WO","WR",8.375,1.53,7.06,4.26,2.59,37.5,188,NA,2006
"4063",32.625,16,124,4.41,70.625,NA,3002,"WO","WR",10.375,1.58,NA,NA,2.61,38,190,NA,2006
"4064",31,NA,NA,4.35,70.625,NA,2970,"WO","WR",9.125,NA,NA,NA,NA,NA,188,NA,2006
"4065",34.375,18,102,4.77,75.125,NA,4941,"DL","ED",9.875,1.79,7.56,4.51,2.85,29.5,272,NA,2009
"4066",34.375,20,107,4.91,74.625,NA,6317,"DL","ED",9,1.81,7.13,4.59,2.97,28.5,278,NA,2011
"4067",34.5,23,114,4.65,75.875,NA,5657,"LB","ED",9.75,1.63,7.29,4.41,2.72,34,252,NA,2010
"4068",34.5,25,120,4.94,76.25,NA,40,"DL","ED",10.125,1.65,NA,4.47,2.83,32.5,252,NA,1993
"4069",34.5,27,119,4.6,75.375,NA,7869,"DL","ED",10.125,1.59,7.14,4.4,2.67,33,255,NA,2013
"4070",32.625,28,128,4.46,70.25,NA,4327,"RB","HB",9.375,1.54,NA,NA,2.56,36.5,235,NA,2008
"4071",34.5,14,114,4.79,75.375,NA,11922,"DL","ED",10.375,1.63,7.25,4.43,2.77,32.5,264,NA,2017
"4072",NA,18,124,4.46,70.25,NA,777,"RB","HB",NA,1.54,6.84,4.21,2.59,40.5,221,NA,2001
"4073",34.5,21,124,4.53,77.25,NA,8636,"DL","ED",10,1.59,7.27,4.43,2.68,37.5,266,NA,2014
"4074",NA,NA,111,4.68,70.375,NA,2212,"RB","HB",NA,1.65,7.35,4.12,2.77,30,210,NA,2004
"4075",34.5,28,120,4.53,74.375,NA,5049,"DL","ED",10.25,1.61,7.46,4.43,2.7,35,266,NA,2009
"4076",NA,23,121,4.63,70.25,NA,3802,"RB","HB",NA,1.66,NA,NA,2.74,36.5,218,NA,2007
"4077",34.5,24,112,4.86,77,NA,4994,"DL","ED",9.375,1.77,7.68,4.88,2.93,30.5,266,NA,2009
"4078",29.75,20,114,4.67,70.25,NA,5058,"RB","HB",8.625,1.68,NA,NA,2.79,34,219,NA,2009
"4079",34.5,23,117,4.61,76.375,NA,10861,"LB","ED",10.25,1.59,NA,NA,2.67,31,267,NA,2016
"4080",34.5,30,125,4.62,74.875,NA,6222,"LB","ED",10.875,1.66,6.95,4.37,2.75,36.5,270,NA,2011
"4081",NA,NA,NA,4.62,70.125,NA,7975,"RB","HB",NA,NA,NA,NA,NA,NA,228,NA,2013
"4082",NA,24,NA,4.57,70.25,NA,819,"RB","HB",NA,1.59,NA,NA,2.55,NA,234,NA,2001
"4083",31,NA,121,4.34,70.25,NA,8075,"RB","CB",9,1.54,NA,NA,2.54,34,168,NA,2013
"4084",32,27,113,4.87,72.75,NA,6800,"LB","LB",10.125,1.77,7.45,4.4,2.91,30,242,NA,2011
"4085",NA,NA,NA,4.39,70.375,NA,1826,"WO","WR",NA,1.52,NA,NA,2.55,36,179,NA,2004
"4086",33,19,115,4.72,74.125,NA,49818,"LB","LB",9.375,NA,7.2,4.4,NA,32.5,240,NA,2018
"4087",31,22,116,4.53,70.125,NA,7593,"DB","S",9.25,1.68,7.12,4.28,2.74,33.5,211,NA,2012
"4088",NA,12,121,4.62,70.25,NA,1871,"DB","CB",NA,1.61,7,3.88,2.67,36,189,NA,2004
"4089",34.5,NA,NA,4.91,76.75,NA,252,"DL","ED",9.625,1.68,NA,NA,2.83,NA,271,NA,1997
"4090",NA,15,119,4.48,70.25,NA,2910,"DB","S",NA,NA,7.1,4.01,NA,36.5,194,NA,2002
"4091",NA,15,122,4.48,70.375,NA,1352,"DB","S",NA,1.6,7.18,4.05,2.59,38,192,NA,2003
"4092",31.75,25,111,5.09,75.75,NA,23918,"OL","C",9.75,1.75,7.5,4.69,2.94,33.5,310,NA,2018
"4093",32.375,NA,97,5.33,75.875,NA,9561,"OL","G",9.75,1.93,NA,4.74,3.16,26.5,323,NA,2015
"4094",33.375,29,109,5.09,75.625,NA,7904,"OL","C",10.125,1.75,7.48,4.69,2.94,29.5,307,NA,2013
"4095",33.875,23,96,5.23,77.625,NA,11955,"OL","T",11.375,1.82,8.02,4.94,3.03,29.5,307,NA,2017
"4096",NA,22,96,5.26,77.75,NA,1468,"OL","T",NA,1.83,8.1,4.97,3.07,28,310,NA,2003
"4097",31,16,115,4.46,70.25,NA,6216,"WO","WR",9.375,1.6,7.08,4.34,2.66,33.5,191,NA,2011
"4098",32.625,11,117,4.52,70.25,NA,7873,"WO","WR",9.875,1.59,6.81,4.09,2.64,34.5,193,NA,2013
"4099",NA,NA,115,4.66,70.25,NA,1448,"WO","WR",NA,1.59,7.01,4.11,2.72,34.5,193,NA,2003
"4100",30.5,17,120,4.42,70.25,NA,5585,"WO","WR",9.25,1.54,7.12,4.34,2.5,35,199,NA,2010
"4101",NA,NA,123,4.43,70.375,NA,605,"WO","WR",NA,1.52,6.96,4.04,2.59,37.5,175,NA,2000
"4102",30.5,NA,121,4.49,70.25,NA,7026,"WO","WR",8.625,1.69,6.93,4.18,2.76,38.5,196,NA,2012
"4103",29.75,13,129,4.5,70.25,NA,5068,"WO","WR",9,1.6,7.1,4.41,2.65,42.5,191,NA,2009
"4104",30.25,21,NA,4.57,70.125,NA,7057,"WO","WR",9,NA,NA,NA,NA,NA,192,NA,2012
"4105",NA,18,119,4.36,69.875,NA,889,"RB","HB",NA,1.57,7.05,4.09,2.51,35.5,194,NA,2001
"4106",33.375,NA,118,NA,74,NA,8652,"LB","LB",10.75,NA,7.3,4.4,NA,35,234,NA,2014
"4107",34.5,22,105,4.76,77,NA,5040,"DL","ED",9.75,1.72,7.4,4.47,2.8,30.5,272,NA,2009
"4108",NA,14,119,4.68,70,NA,1177,"RB","HB",NA,1.68,7.59,4.6,2.73,34,214,NA,2002
"4109",NA,26,117,4.41,70.125,NA,4337,"RB","HB",NA,1.57,NA,4.18,2.59,33.5,225,NA,2008
"4110",NA,9,115,4.44,70.125,NA,846,"RB","HB",NA,1.53,NA,NA,2.61,32,197,NA,2001
"4111",34.5,17,117,5.04,77.125,NA,56369,"DL","ED",10.125,NA,7.34,4.46,NA,32.5,275,81.25,2020
"4112",NA,10,NA,4.55,69.875,NA,672,"DB","CB",NA,NA,NA,NA,NA,NA,185,NA,2000
"4113",34.5,21,114,4.84,78.875,NA,10699,"DL","ED",10.375,1.62,7.27,4.37,2.77,28.5,277,NA,2016
"4114",34.5,22,108,5.14,75.75,NA,18645,"DL","ED",9.875,NA,NA,NA,NA,26.5,280,NA,2019
"4115",34.5,25,111,4.87,78.5,NA,10704,"DL","ED",9.75,1.69,7.03,4.25,2.84,30,285,NA,2016
"4116",NA,16,114,4.56,70.125,NA,3711,"DB","CB",NA,1.65,7.28,4.43,2.74,28.5,190,NA,2007
"4117",34.625,18,111,4.67,78,NA,264,"DL","ED",10,1.61,7.27,4.07,2.73,32,243,NA,1997
"4118",34.625,12,122,4.95,76.5,NA,7862,"DL","ED",10.25,1.72,NA,NA,2.87,35.5,250,NA,2013
"4119",34.625,NA,124,4.53,76.75,NA,50120,"DL","ED",10.25,1.55,NA,4.28,2.61,39.5,251,NA,2018
"4120",32,NA,119,4.75,74.75,NA,4968,"LB","LB",10,1.65,7.37,4.4,2.78,34.5,256,NA,2009
"4121",34.625,26,114,4.65,73.5,NA,4966,"DL","ED",10,1.66,7.55,4.53,2.75,31.5,256,NA,2009
"4122",NA,11,NA,4.56,70.125,NA,1770,"DB","CB",NA,NA,NA,NA,NA,NA,194,NA,2004
