"","arm_length_in_inches","bench_press_in_reps","broad_jump_in_inches","event_date","fourty_time_in_seconds","height_in_inches","left_hand_size_in_inches","player_id","position","projected_position","right_hand_size_in_inches","ten_time_in_seconds","three_cone_in_seconds","twenty_shuttle_in_seconds","twenty_time_in_seconds","venue_franchise_id","vertical_jump_in_inches","weight_in_pounds","wingspan_in_inches","year"
"4366",NA,20,NA,"2020-03-09",NA,71,NA,42664,"S","S",NA,NA,NA,4.17,NA,NA,NA,190,NA,2020
"4367",NA,19,113,"2020-03-04",4.75,69.75,NA,28645,"S","S",NA,NA,NA,NA,NA,NA,35.5,207,NA,2020
"4368",NA,NA,126,"2020-03-10",NA,73,NA,32644,"S","S",NA,NA,NA,NA,NA,256,39,192,NA,2020
"4369",33,14,124,"2019-03-14",4.68,75,NA,13543,"S","S",9.375,1.61,7.19,4.38,2.68,NA,36,NA,NA,2019
"4370",30.625,15,117,"2019-03-15",4.51,77,NA,27380,"S","S",9.125,1.58,6.78,4.14,2.66,NA,34.5,NA,NA,2019
"4371",31.75,16,121,"2019-03-22",4.54,NA,NA,34280,"S","S",9.375,1.62,7.32,4.37,2.65,NA,33.5,NA,NA,2019
"4372",31,16,118,"2019-03-05",4.56,NA,NA,34876,"S","S",8.625,1.63,6.83,4.06,2.64,NA,37,NA,NA,2019
"4373",31.75,15,124,"2019-03-22",4.56,NA,NA,36125,"S","S",9.25,1.56,7.07,4.27,2.65,NA,32,NA,NA,2019
"4374",30.75,NA,113,"2019-03-27",4.68,NA,NA,47780,"S","S",9,1.62,6.82,4.15,2.7,NA,32.5,NA,NA,2019
"4375",31.875,16,122,"2019-03-12",4.64,NA,NA,49066,"S","S",9.5,1.57,6.88,4.38,2.65,NA,30.5,NA,NA,2019
"4376",30.375,20,127,"2019-03-13",4.47,NA,NA,49074,"S","S",8.5,1.59,7.34,4.53,2.59,NA,36,NA,NA,2019
"4377",33,17,123,"2019-03-11",NA,NA,NA,49084,"S","S",9.5,NA,NA,NA,NA,NA,38,NA,NA,2019
"4378",30,20,117,"2019-03-25",4.56,NA,NA,49103,"S","S",9.125,1.53,6.84,4.17,2.61,NA,37.5,NA,NA,2019
"4379",32.875,15,125,"2019-03-25",4.5,NA,NA,49106,"S","S",9.125,1.61,NA,NA,2.63,NA,36.5,NA,NA,2019
"4380",NA,15,120,"2019-03-20",4.59,NA,NA,49261,"S","S",NA,NA,7.01,4.47,NA,NA,32,NA,NA,2019
"4381",31.5,15,116,"2019-03-15",4.67,NA,NA,49422,"S","S",9.25,1.64,6.93,4.23,2.63,NA,33,NA,NA,2019
"4382",32.375,9,130,"2019-03-18",4.51,NA,NA,50436,"S","S",8.5,1.56,6.81,4.15,2.62,NA,37,NA,NA,2019
"4383",31,22,120,"2019-03-27",4.57,NA,NA,51189,"S","S",9.375,1.62,7.13,4.26,2.58,NA,36,NA,NA,2019
"4384",31,15,130,"2019-03-06",4.52,NA,NA,51344,"S","S",9.375,1.59,6.69,4.09,2.59,NA,38.5,NA,NA,2019
"4385",NA,17,124,"2019-03-07",4.55,75,NA,51391,"S","S",NA,NA,6.77,4.07,NA,NA,38.5,NA,NA,2019
"4386",NA,17,109,"2019-03-19",4.74,NA,NA,51413,"S","S",NA,NA,6.76,4.16,NA,NA,28,NA,NA,2019
"4387",32.5,18,109,"2019-04-01",4.67,NA,NA,51430,"S","S",8.5,1.59,7.35,4.29,2.72,NA,36,NA,NA,2019
"4388",33,15,127,"2019-03-21",4.6,NA,NA,91473,"S","S",9.75,1.51,7.01,4.25,2.64,290,33.5,NA,NA,2019
"4389",NA,NA,131,"2019-03-21",4.45,NA,NA,94360,"S","S",NA,NA,NA,NA,NA,1286,41.5,NA,NA,2019
"4390",31.375,23,121,"2019-03-27",4.44,NA,NA,94366,"S","S",9.625,1.57,6.84,4.26,NA,NA,42,NA,NA,2019
"4391",32.125,15,121,"2019-03-12",4.64,NA,NA,94381,"S","S",8.875,1.7,6.96,4.25,2.6,256,39,NA,NA,2019
"4392",31.125,14,119,"2018-03-16",4.51,71.125,NA,24750,"S","S",9.875,1.57,7.08,4.41,2.62,NA,34,197,NA,2018
"4393",32.325,22,118,"2018-03-27",4.45,73,NA,31342,"S","S",9.5,1.53,7,4.19,2.68,NA,33.5,201,NA,2018
"4394",NA,10,119,"2018-03-07",4.59,72.375,NA,42401,"S","S",NA,1.69,7.14,4.37,2.66,NA,32.5,198,NA,2018
"4395",31.75,15,127,"2018-03-17",4.47,73.875,NA,49132,"S","S",8.75,1.58,7.18,4.29,2.63,NA,37.5,187,NA,2018
"4396",32.375,15,125,"2018-03-18",4.54,71.375,NA,49154,"S","S",9.5,1.55,7.08,4.26,2.62,NA,36.5,205,NA,2018
"4397",32.125,17,122,"2018-03-27",4.4,71.25,NA,51146,"S","S",8.75,1.54,7.27,4.38,2.64,NA,34,200,NA,2018
"4398",32.5,19,123,"2018-03-28",4.5,71.25,NA,51495,"S","S",8.75,1.59,7.03,4.19,2.56,NA,33.5,195,NA,2018
"4399",NA,10,117,NA,4.49,72.5,NA,11983,"S","S",NA,1.52,7.24,4.31,2.53,NA,33.5,200,NA,2017
"4400",31,15,118,NA,4.68,72,NA,49204,"S","S",8.75,1.56,7.03,4.13,2.69,NA,36.5,214,NA,2017
"4401",NA,NA,NA,NA,4.63,NA,NA,12308,"S","S",NA,1.6,7.14,4.58,2.63,NA,NA,NA,NA,2017
"4402",31.25,26,124,NA,4.55,71.875,NA,51176,"S","S",10,1.57,7.05,4.33,2.61,NA,34,200,NA,2017
"4403",30.5,NA,118,NA,4.5,71,NA,49127,"S","S",9,1.57,6.89,4.51,2.54,NA,32.5,195,NA,2017
"4404",31.25,17,112,NA,4.55,70.125,NA,12306,"S","S",9.5,1.59,7.12,4.37,2.57,NA,36.5,197,NA,2017
"4405",NA,15,127,NA,4.49,73,NA,12102,"S","S",NA,1.54,6.87,4.14,2.57,NA,39,216,NA,2017
"4406",NA,16,115,NA,4.63,71,NA,51190,"S","S",NA,1.57,6.94,4.2,2.69,NA,31.5,196,NA,2017
"4407",NA,18,118,NA,4.61,70.625,NA,12165,"S","S",NA,1.55,7.01,4.14,2.6,NA,32.5,189,NA,2017
"4408",32.125,19,NA,NA,NA,70,NA,10648,"S","S",9.75,NA,NA,NA,NA,NA,NA,205,NA,2016
"4409",32.75,17,132,NA,4.62,72.5,NA,10651,"S","S",10.625,1.62,7.09,4.38,2.69,NA,38,211,NA,2016
"4410",32.375,16,NA,NA,4.53,70.75,NA,10695,"S","S",9.5,1.6,NA,NA,2.62,NA,30.5,199,NA,2016
"4411",33.5,22,108,NA,4.46,71.25,NA,10698,"S","S",9.875,1.61,6.73,4.15,2.64,NA,38,212,NA,2016
"4412",NA,14,120,NA,4.54,71,NA,10801,"S","S",NA,1.5,6.85,4.27,2.62,NA,35.5,193,NA,2016
"4413",NA,21,121,NA,4.53,69.75,NA,10830,"S","S",NA,1.46,6.82,4.15,2.56,NA,36.5,184,NA,2016
"4414",34.5,21,113,NA,4.63,72.375,NA,10853,"S","S",9.75,1.64,7.02,4.45,2.63,NA,31.5,204,NA,2016
"4415",NA,20,121,NA,4.54,71.875,NA,10879,"S","S",NA,1.57,7.17,4.3,2.62,NA,40.5,204,NA,2016
"4416",NA,16,135,NA,4.56,72.625,NA,11206,"S","S",NA,1.53,7.03,4.16,2.58,NA,40.5,208,NA,2016
"4417",NA,24,118,NA,4.54,71.125,NA,11240,"S","S",NA,1.54,6.96,4.32,2.6,NA,33,201,NA,2016
"4418",NA,18,125,NA,4.48,70.25,NA,11137,"S","S",NA,1.58,7.23,4.48,2.56,NA,41,190,NA,2016
"4419",NA,NA,129,NA,4.5,72,NA,10109,"S","S",NA,1.55,6.72,4.24,2.6,NA,38.5,190,NA,2016
"4420",NA,18,131,NA,4.5,71.75,NA,11262,"S","S",NA,1.56,6.93,4.38,2.55,NA,38.5,209,NA,2016
"4421",32.625,18,115,NA,4.79,71.75,NA,10935,"S","S",9.75,1.68,7.07,4.3,2.75,NA,30.5,212,NA,2016
"4422",NA,17,118,NA,4.55,73.25,NA,10902,"S","S",NA,1.6,7,4.34,2.58,NA,36,209,NA,2016
"4423",NA,21,124,NA,4.4,70.375,NA,8428,"S","S",NA,1.54,6.89,4.18,2.55,NA,37,199,NA,2016
"4424",NA,21,133,NA,4.44,71.5,NA,11142,"S","S",NA,1.56,7.66,4.4,2.53,NA,42,200,NA,2016
"4425",NA,19,121,NA,4.47,71.5,NA,11343,"S","S",NA,1.57,7.26,4.27,2.59,NA,42,211,NA,2016
"4426",NA,21,120,NA,4.5,70.625,NA,10953,"S","S",NA,1.64,7.13,4.21,2.59,NA,33,210,NA,2016
"4427",NA,25,128,NA,4.68,71.25,NA,11050,"S","S",NA,1.55,6.78,4.02,2.62,NA,37.5,206,NA,2016
"4428",NA,17,119,NA,4.66,71.125,NA,10912,"S","S",NA,1.64,6.9,4.17,2.66,NA,38,203,NA,2016
"4429",NA,14,122,NA,4.6,70.125,NA,11063,"S","S",NA,1.59,7.3,4.43,2.63,NA,36,183,NA,2016
"4430",NA,NA,119,NA,4.5,71.25,NA,11226,"S","S",NA,1.52,7.34,4.5,2.57,NA,34.5,193,NA,2016
"4431",29.75,18,123,NA,4.61,70,NA,9630,"S","S",9,1.58,6.95,4.44,2.61,NA,34,200,NA,2015
"4432",NA,18,125,NA,4.48,72.625,NA,9681,"S","S",NA,1.54,7.06,4.2,2.6,NA,39,214,NA,2015
"4433",NA,20,122,NA,4.43,73.5,NA,9682,"S","S",NA,1.59,7.08,4.39,2.61,NA,37.5,215,NA,2015
"4434",NA,19,120,NA,4.63,74.125,NA,9834,"S","S",NA,1.52,6.88,4.15,2.54,NA,37.5,215,NA,2015
"4435",NA,10,121,NA,4.61,72.5,NA,9991,"S","S",NA,1.6,7.1,4.47,2.69,NA,33.5,200,NA,2015
"4436",NA,20,116,NA,4.56,71,NA,9850,"S","S",NA,1.6,6.87,4.12,2.69,NA,33.5,190,NA,2015
"4437",NA,18,134,NA,4.55,73.375,NA,9235,"S","S",NA,1.59,6.94,4.41,2.63,NA,41.5,213,NA,2014
"4438",NA,15,117,NA,4.56,70.5,NA,8952,"S","S",NA,1.56,7.14,4.36,2.62,NA,34,207,NA,2014
"4439",NA,8,125,NA,4.59,72.25,NA,8996,"S","S",NA,1.59,7.38,4.51,2.71,NA,35,194,NA,2014
"4440",NA,22,123,NA,4.5,71.75,NA,9231,"S","S",NA,1.6,7.44,4.35,2.67,NA,35.5,205,NA,2014
"4441",30,18,NA,NA,4.56,71.125,NA,8802,"S","S",10,NA,NA,NA,NA,NA,NA,210,NA,2014
"4442",NA,NA,124,NA,4.38,72.25,NA,8703,"S","S",NA,1.5,6.5,4.37,2.52,NA,42,211,NA,2014
"4443",NA,13,118,NA,4.49,72.625,NA,8760,"S","S",NA,1.59,7.12,4.42,2.66,NA,35,203,NA,2014
"4444",NA,NA,NA,NA,4.54,69.125,NA,8875,"S","S",NA,NA,NA,NA,NA,NA,NA,198,NA,2014
"4445",NA,18,125,NA,4.39,75,NA,8890,"S","S",NA,1.51,7.18,4.47,2.59,NA,38,219,NA,2014
"4446",NA,13,115,NA,4.58,69.875,NA,9177,"S","S",NA,1.58,7.1,4.29,2.7,NA,35.5,202,NA,2014
"4447",NA,18,119,NA,4.64,NA,NA,7814,"S","S",NA,1.52,7.01,4.44,2.65,NA,38.5,NA,NA,2013
"4448",NA,15,125,NA,4.51,72.25,NA,7872,"S","S",NA,1.6,7.02,4.4,2.67,NA,36,196,NA,2013
"4449",NA,23,115,NA,4.55,72.375,NA,7925,"S","S",NA,1.67,7.13,4.72,2.63,NA,33.5,209,NA,2013
"4450",NA,23,127,NA,4.49,76.75,NA,7934,"S","S",NA,1.6,6.96,4.29,2.63,NA,36.5,228,NA,2013
"4451",NA,21,123,NA,4.63,70.75,NA,8026,"S","S",NA,1.53,6.75,4.28,2.7,NA,35.5,201,NA,2013
"4452",NA,17,127,NA,4.4,71.125,NA,8033,"S","S",NA,1.51,7.19,4.48,2.59,NA,42,191,NA,2013
"4453",NA,14,126,NA,4.61,73.75,NA,8471,"S","S",NA,1.69,6.76,4.39,2.75,NA,36.5,221,NA,2013
"4454",32.625,15,123,NA,4.41,73.875,NA,8458,"S","S",9.125,1.51,6.77,4.01,2.54,NA,41.5,203,NA,2013
"4455",NA,10,124,NA,4.65,69.875,NA,8117,"S","S",NA,1.63,6.97,4.33,2.64,NA,38.5,195,NA,2013
"4456",NA,7,125,NA,4.56,71.25,NA,8408,"S","S",NA,1.57,6.93,4.33,2.71,NA,40.5,186,NA,2013
"4457",32.75,22,126,NA,4.48,73.125,NA,8396,"S","S",10.625,1.59,6.88,4.36,2.7,NA,37,209,NA,2013
"4458",NA,15,125,NA,4.58,70.375,NA,8468,"S","S",NA,1.5,6.74,4.21,2.52,NA,41.5,206,NA,2013
"4459",NA,17,122,NA,4.62,70.625,NA,8275,"S","S",NA,1.62,6.81,4.25,2.62,NA,35,205,NA,2013
"4460",NA,NA,124,NA,4.4,72.25,NA,8527,"S","S",NA,1.58,6.85,4.25,2.59,NA,33.5,197,NA,2013
"4461",NA,16,130,NA,4.34,70.375,NA,8450,"S","S",NA,1.54,6.84,4.22,2.58,NA,38.5,197,NA,2013
"4462",31.375,17,124,NA,4.52,71.75,NA,7051,"S","S",9,1.6,7.04,4.16,2.56,NA,32,205,NA,2012
"4463",31.625,16,115,NA,4.5,71.125,NA,7176,"S","S",9.625,1.54,7.02,4.45,2.57,NA,33.5,208,NA,2012
"4464",NA,23,128,NA,4.53,72,NA,7193,"S","S",NA,1.56,6.59,4.04,2.64,NA,39,202,NA,2012
"4465",33.125,22,127,NA,4.54,72.125,NA,7201,"S","S",9.25,1.63,7.08,4.22,2.57,NA,38,201,NA,2012
"4466",NA,14,110,NA,4.6,75.375,NA,10248,"S","S",NA,1.6,6.6,4.2,2.67,NA,32,215,NA,2012
"4467",NA,23,124,NA,4.5,69.75,NA,8419,"S","S",NA,1.57,7.19,4.27,2.58,NA,39.5,206,NA,2012
"4468",NA,15,124,NA,4.48,71.75,NA,7251,"S","S",NA,1.5,6.9,4.31,2.55,NA,35.5,212,NA,2012
"4469",NA,13,131,NA,4.73,70.625,NA,7503,"S","S",NA,1.7,7.25,4.34,2.72,NA,38,192,NA,2012
"4470",NA,19,113,NA,4.51,71,NA,7303,"S","S",NA,1.58,7.04,4.4,2.64,NA,37.5,201,NA,2012
"4471",NA,15,121,NA,4.6,69.75,NA,7271,"S","S",NA,1.55,6.5,4.12,2.63,NA,36.5,183,NA,2012
"4472",NA,8,110,NA,4.56,70.375,NA,7527,"S","S",NA,1.65,6.96,4.18,2.73,NA,32.5,201,NA,2012
"4473",NA,17,119,NA,4.68,74.375,NA,7474,"S","S",NA,1.56,6.69,4.08,2.63,NA,31.5,218,NA,2012
"4474",NA,14,134,NA,4.39,73,NA,6273,"S","S",NA,1.54,6.85,4.28,2.6,NA,39.5,201,NA,2011
"4475",NA,8,122,NA,4.64,73.25,NA,6322,"S","S",NA,1.59,7.14,4.51,2.59,NA,32.5,194,NA,2011
"4476",NA,22,136,NA,4.54,70.875,NA,6381,"S","S",NA,1.47,6.84,4.12,2.55,NA,43,198,NA,2011
"4477",NA,NA,123,NA,NA,74.875,NA,6403,"S","S",NA,NA,7.01,4.21,NA,NA,34,203,NA,2011
"4478",NA,10,125,NA,4.48,71.75,NA,6752,"S","S",NA,1.62,7.18,NA,2.66,NA,35.5,187,NA,2011
"4479",NA,20,115,NA,4.6,73.5,NA,6773,"S","S",NA,1.59,7.08,4.4,2.69,NA,34,210,NA,2011
"4480",30.5,NA,114,NA,NA,72.5,NA,5562,"S","S",8.5,NA,6.96,4.3,NA,NA,34.5,207,NA,2010
"4481",31.125,13,115,NA,4.58,74.125,NA,5671,"S","S",9.25,1.63,6.56,4.12,2.67,NA,33,203,NA,2010
"4482",32.375,21,119,NA,4.5,71.625,NA,5694,"S","S",9.5,1.57,7.04,4.29,2.61,NA,37,202,NA,2010
"4483",30.625,14,125,NA,4.44,70.75,NA,5725,"S","S",9.25,1.58,7.18,4.28,2.6,NA,40.5,196,NA,2010
"4484",NA,NA,NA,NA,4.65,70.75,NA,5734,"S","S",NA,1.62,7.2,4.03,2.68,NA,NA,192,NA,2010
"4485",NA,23,122,NA,4.51,71.25,NA,5773,"S","S",NA,1.51,6.92,4.33,2.62,NA,34.5,212,NA,2010
"4486",NA,19,121,NA,4.65,73.125,NA,6118,"S","S",NA,1.56,6.87,4.04,2.62,NA,34,208,NA,2010
"4487",NA,23,117,NA,4.45,72.75,NA,5929,"S","S",NA,1.62,6.7,4.36,2.63,NA,34,214,NA,2010
"4488",NA,17,124,NA,4.47,69.875,NA,5779,"S","S",NA,1.63,6.83,4.28,2.54,NA,37,198,NA,2010
"4489",NA,15,123,NA,4.49,72.625,NA,5803,"S","S",NA,1.56,6.58,4.1,2.56,NA,35,210,NA,2010
"4490",NA,25,125,NA,4.47,70.875,NA,5114,"S","S",NA,1.52,6.6,4.07,2.57,NA,40,207,NA,2009
"4491",NA,13,111,NA,4.58,72.375,NA,4491,"S","S",NA,1.54,6.71,3.99,2.62,NA,34.5,202,NA,2008
"4492",NA,20,120,NA,4.55,70.625,NA,4520,"S","S",NA,1.53,6.93,4.33,2.65,NA,34.5,203,NA,2008
"4493",NA,NA,127,NA,4.48,70.375,NA,3818,"S","S",NA,1.47,6.27,4.05,2.61,NA,36,188,NA,2007
"4494",NA,23,129,NA,4.62,NA,NA,3130,"S","S",NA,NA,7.25,4.35,NA,NA,39.5,NA,NA,2006
"4495",NA,22,112,NA,4.65,NA,NA,2350,"S","S",NA,NA,7.12,4.02,NA,NA,36,NA,NA,2005
"4496",NA,11,125,NA,4.57,NA,NA,2398,"S","S",NA,NA,6.98,4.06,NA,NA,36,NA,NA,2005
"4497",NA,NA,128,NA,4.52,NA,NA,2405,"S","S",NA,NA,7.02,4.3,NA,NA,35,NA,NA,2005
"4498",NA,NA,NA,NA,4.57,NA,NA,2496,"S","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,2005
"4499",30.125,NA,107,"2020-03-05",4.97,73.5,NA,13634,"QB","QB",9.875,1.66,7.32,4.44,2.84,NA,28,198,72,2020
"4500",30,NA,NA,"2020-03-05",NA,72.125,NA,46494,"QB","QB",9.75,NA,NA,NA,NA,NA,NA,196,73.5,2020
"4501",NA,NA,NA,"2020-03-10",NA,71,NA,38491,"QB","QB",NA,NA,NA,NA,NA,NA,36,200,NA,2020
"4502",NA,NA,NA,"2020-03-10",NA,NA,NA,31545,"QB","QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"4503",NA,NA,114,"2020-03-11",4.77,77,NA,32376,"QB","QB",NA,NA,NA,NA,NA,NA,32,220,NA,2020
"4504",NA,NA,126,"2020-03-11",NA,76,NA,34333,"QB","QB",NA,NA,7.07,4.36,NA,NA,38,209,NA,2020
"4505",30.625,NA,119,"2019-03-29",4.49,74,NA,28670,"QB","QB",9.25,1.69,7.12,4.47,2.63,NA,34.5,NA,NA,2019
"4506",NA,NA,123,"2019-03-07",4.78,NA,NA,29838,"QB","QB",NA,NA,7.38,4.53,NA,NA,32,NA,NA,2019
"4507",32.75,7,124,"2021-03-18",4.7,72.75,NA,55824,"S","S",9.375,1.6,7.14,4.47,2.69,NA,39.5,202,79.625,2021
"4508",34.5,17,NA,"2021-03-22",NA,75.25,NA,55898,"S","S",9.75,NA,7.05,4.27,NA,NA,32,215,81.875,2021
"4509",31.375,NA,111,"2021-03-24",4.93,76,NA,40245,"QB","QB",9.125,NA,7.21,4.44,NA,NA,33.5,213,78.375,2021
"4510",30.5,22,122,"2021-03-24",4.51,70,NA,57306,"HB","HB",9.75,NA,7.13,4.35,NA,NA,36,214,73.625,2021
"4511",32.25,25,118,"2021-03-23",4.68,74,NA,54410,"ED","ED",10,1.62,7.45,4.51,2.7,NA,29,254,79.625,2021
"4512",30.5,18,116,"2021-03-22",4.74,71.25,NA,40052,"HB","HB",9.375,1.57,7.36,4.46,2.69,NA,31.5,220,75.25,2021
"4513",33.875,20,103,"2021-03-22",5.38,77.375,NA,40972,"T","T",9.25,1.78,7.7,4.97,3.09,NA,25,321,82.375,2021
"4514",32.375,NA,NA,"2021-03-23",5.45,75.125,NA,41457,"G","G",9.125,1.9,NA,NA,3.14,NA,27,344,80.75,2021
"4515",NA,22,103,"2021-03-22",5.13,73.625,NA,41557,"G","G",NA,1.78,7.5,4.72,2.95,NA,27.5,298,NA,2021
"4516",NA,24,121,"2021-03-26",4.82,72,NA,42572,"LB","LB",NA,NA,7.2,4.24,NA,NA,34,223,NA,2021
"4517",30.25,14,123,"2021-03-17",4.56,70.125,NA,42903,"CB","CB",8.625,1.62,7.55,4.51,2.6,NA,33.5,183,72.75,2021
"4518",30,16,126,"2021-03-23",4.45,69.5,NA,42913,"CB","CB",8.5,1.57,6.72,4.17,2.55,NA,36.5,180,74.25,2021
"4519",31.625,10,122,"2021-03-09",4.44,71.625,NA,42937,"CB","CB",8.125,1.56,6.94,4.35,2.5,NA,37.5,186,74.125,2021
"4520",NA,NA,NA,"2021-03-22",NA,69.375,NA,44649,"K","K",NA,NA,NA,NA,NA,NA,NA,176,NA,2021
"4521",NA,28,123,"2021-03-26",4.87,NA,NA,49749,"ED","ED",NA,NA,7.56,4.5,NA,NA,36.5,NA,NA,2021
"4522",NA,19,110,"2021-03-23",4.72,72.625,NA,50256,"ED","ED",NA,1.64,7.31,NA,2.73,NA,NA,261,NA,2021
"4523",32.5,NA,116,"2021-03-11",4.72,70.25,NA,50519,"CB","CB",9.25,1.57,7.35,4.4,2.81,NA,31,184,76,2021
"4524",31.125,NA,113,"2021-03-17",4.59,71.625,NA,52260,"WR","WR",9.375,1.6,7.75,4.47,2.7,NA,28,178,73.375,2021
"4525",NA,19,132,"2021-03-22",4.52,71.625,NA,55966,NA,NA,NA,NA,6.94,4.33,NA,NA,41.5,198,NA,2021
"4526",32.25,16,134,"2021-03-19",4.48,73.25,NA,56203,"CB","CB",8.875,1.48,7.01,4.34,2.61,NA,41.5,205,78.5,2021
"4527",33.25,19,115,"2021-03-25",4.73,74.375,NA,56356,"ED","ED",9.375,NA,7.24,4.69,NA,NA,33,260,78.125,2021
"4528",32.5,NA,NA,"2021-03-17",NA,75.125,NA,56616,"ED","ED",10.5,NA,NA,NA,NA,NA,NA,283,82,2021
"4529",32,18,114,"2021-03-15",4.78,70.125,NA,57146,"FB","FB",9.125,1.59,7.47,4.56,2.72,NA,32,215,75.75,2021
"4530",31.25,17,114,"2021-03-18",4.64,72.125,NA,57698,"LB","LB",9,1.55,7.1,4.48,2.71,NA,34,222,76.5,2021
"4531",31.625,22,111,"2021-03-15",4.77,72.375,NA,57718,"LB","LB",10.5,1.74,7.41,4.3,2.8,NA,32,236,75.75,2021
"4532",29.875,NA,NA,"2021-03-25",5.15,73.125,NA,58349,"LS","LS",8.875,NA,NA,NA,NA,NA,NA,237,73.625,2021
"4533",32.75,25,112,"2021-03-23",NA,77,NA,59909,"T","T",10,NA,7.51,4.51,NA,NA,30.5,298,81.125,2021
"4534",71.875,29,104,"2021-03-19",5.32,75.375,NA,59985,"C","C",10,1.78,7.85,4.82,3,NA,28,290,77.5,2021
"4535",30.75,NA,NA,"2021-03-22",NA,71.375,NA,60691,"S","S",9.625,NA,NA,NA,NA,NA,NA,204,74,2021
"4536",30.625,16,132,"2021-03-25",4.47,71.125,NA,60742,"CB","CB",8.875,NA,7.07,4.28,NA,NA,38.5,188,72.875,2021
"4537",NA,21,120,"2021-03-22",4.62,73.875,NA,61327,"WR","WR",NA,1.54,NA,NA,2.68,NA,39.5,218,NA,2021
"4538",33.625,32,112,"2021-03-25",5.11,77.375,NA,62960,"G","G",9.75,1.77,7.43,NA,2.96,NA,31,321,81.125,2021
"4539",33,NA,124,"2021-03-25",4.51,73.125,NA,62979,"WR","WR",9.375,1.57,6.98,4.25,2.62,NA,34,210,79,2021
"4540",32.125,14,132,"2021-03-11",4.41,71.625,NA,76725,"S","S",9.5,1.5,6.96,4.16,2.47,NA,42,202,77.25,2021
"4541",31.875,24,115,"2021-03-22",4.59,71.125,NA,81322,"LB","LB",10.375,1.71,7.4,4.5,2.62,NA,32,237,76.25,2021
"4542",31.5,19,126,"2021-03-25",4.39,75.125,NA,81360,"LB","LB",11,1.59,6.94,4.4,NA,NA,34,246,78.875,2021
"4543",32.875,24,103,"2021-03-22",5.19,75.625,NA,81537,"T","T",9.25,1.79,7.75,4.9,2.95,NA,31,306,79.625,2021
"4544",32.25,NA,105,"2021-03-22",5.34,76.125,NA,81539,"G","G",9.75,1.88,7.7,4.77,3.19,NA,29.5,312,79.25,2021
"4545",32.625,11,117,"2021-03-22",4.8,72.125,NA,82065,"QB","QB",9.75,1.67,7.33,4.43,2.8,NA,30,228,75.5,2021
"4546",32.5,18,131,"2021-03-23",4.42,74,NA,83119,"CB","CB",10,1.57,NA,NA,2.6,NA,39,208,78.5,2021
"4547",30.125,17,120,"2021-03-25",4.35,69.375,NA,84302,"WR","WR",9.375,NA,6.66,4,NA,NA,36,178,71.75,2021
"4548",30.125,26,120,"2021-03-23",4.72,74.25,NA,50655,"LB","LB",9.75,1.59,7.46,4.38,2.64,NA,32.5,240,75.125,2021
"4549",33,NA,93,"2021-03-18",5.62,76.125,NA,41763,"G","G",9.375,2.01,8.34,5.15,3.21,NA,22,336,79.25,2021
"4550",34.75,NA,105,"2021-03-18",5.19,76.625,NA,40983,"TE","TE",10.125,1.77,7.2,4.53,3.01,NA,29,250,82.5,2021
"4551",33.625,15,110,"2021-03-19",4.78,76.375,NA,42326,"TE","TE",9.25,1.7,7.47,4.54,2.78,NA,32,254,80.125,2021
"4552",31,13,110,"2021-03-22",4.56,67.625,NA,41077,"HB","HB",8.875,1.58,7.25,4.57,2.75,NA,27.5,189,74.25,2021
"4553",NA,17,NA,"2021-03-19",NA,71.625,NA,76641,"S","S",NA,NA,NA,NA,NA,NA,NA,209,NA,2021
"4554",32.75,NA,105,"2021-03-22",5.21,77.325,NA,104214,"DI","DI",9.75,1.8,7.5,4.6,3,NA,29.5,286,81,2021
"4555",33.625,24,110,"2021-03-12",4.88,77.25,NA,125396,"DI","DI",10,1.7,NA,4.58,2.68,NA,32,291,80.75,2021
"4556",30,22,118,"2021-03-24",4.59,68.375,NA,33929,"HB","HB",9.625,1.72,7.12,4.32,2.66,NA,37,199,71.125,2021
"4557",32.25,11,119,"2021-03-24",4.55,72,NA,30344,"S","S",9,1.59,6.98,4.33,2.72,NA,34.5,185,77,2021
"4558",31.75,17,110,"2021-03-24",4.69,75.25,NA,62782,"WR","WR",9.125,1.63,7.05,4.13,2.77,NA,32,200,74.5,2021
"4559",31,18,119,"2021-03-24",4.75,73.75,NA,62773,"LB","LB",9.125,1.66,7.14,4.28,2.78,NA,37,230,75.5,2021
"4560",30.25,18,123,"2021-03-29",4.41,71,NA,57189,"HB","HB",9.25,NA,7.15,4.37,NA,NA,36,218,73.25,2021
"4561",34,22,118,"2021-03-30",4.64,77,NA,58272,"ED","ED",10.25,NA,7.18,4.36,NA,NA,35,259,82.75,2021
"4562",31.5,27,103,"2021-03-30",5.07,74.625,NA,36668,"DI","DI",9.25,NA,7.63,4.72,NA,NA,30,304,76.25,2021
"4563",32,21,126,"2021-03-30",4.72,72.375,NA,27087,"QB","QB",9.75,NA,6.98,4.23,NA,NA,35.5,198,76.25,2021
"4564",33,22,118,"2021-03-30",4.79,77.5,NA,42353,"TE","TE",9.25,NA,7.14,4.36,NA,NA,36.5,251,78.875,2021
"4565",31.5,NA,128,"2021-03-30",4.57,72,NA,58189,"LB","LB",9.875,NA,7.04,4.03,NA,NA,38.5,229,77.5,2021
